Reaction,Target_Nucleus,Target_Z,Target_N,Target_Mass_A,Projectile,Compound_Nucleus,Compound_A,Compound_Z,Neutron_Excess,Isospin_Tz,Reduced_Mass_mu,Coulomb_Barrier_MeV,Gamow_Peak_E0_MeV,Gamow_Window_dE0_MeV,Energy_c.m._MeV,Sommerfeld_eta,Gamow_Factor_Exp_2pi_eta,S_Factor_S_E_keV_b,Cross_Section_sigma_nb,S0_Experimental_keV_b,S0_Exp_Uncertainty,S0_Theoretical_EFT_keV_b,ML_Polynomial_Reg_S0,ML_Cubic_Spline_S0,ML_Power_Law_S0,PCA_Component_1,PCA_Component_2,tSNE_Component_1,tSNE_Component_2,Network_Degree_Centrality
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,0.7803,0.5003,4.3132e-02,0.4998,2.7628e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,0.8096,0.4912,4.5680e-02,0.4998,2.8201e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,0.8388,0.4825,4.8224e-02,0.4998,2.8735e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,0.8681,0.4743,5.0778e-02,0.4998,2.9235e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,0.8973,0.4665,5.3322e-02,0.4998,2.9701e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,0.9266,0.4591,5.5872e-02,0.4998,3.0137e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,0.9558,0.452,5.8409e-02,0.4998,3.0542e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,0.985,0.4453,6.0940e-02,0.4998,3.0920e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,1.0143,0.4388,6.3472e-02,0.4998,3.1274e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,1.0435,0.4326,6.5987e-02,0.4998,3.1603e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,1.0728,0.4267,6.8500e-02,0.4998,3.1910e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,1.102,0.421,7.0993e-02,0.4998,3.2195e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,1.1313,0.4155,7.3484e-02,0.4997,3.2461e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,1.1605,0.4102,7.5953e-02,0.4997,3.2707e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,1.1897,0.4052,7.8410e-02,0.4997,3.2936e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,1.219,0.4003,8.0861e-02,0.4997,3.3149e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,1.2482,0.3956,8.3289e-02,0.4997,3.3345e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,1.2775,0.391,8.5712e-02,0.4997,3.3527e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,1.3067,0.3866,8.8111e-02,0.4997,3.3695e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,1.336,0.3824,9.0503e-02,0.4997,3.3850e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,1.3652,0.3782,9.2871e-02,0.4997,3.3993e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,1.3945,0.3742,9.5231e-02,0.4997,3.4124e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,1.4237,0.3704,9.7568e-02,0.4997,3.4244e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,1.4529,0.3666,9.9888e-02,0.4997,3.4353e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,1.4822,0.363,1.0220e-01,0.4997,3.4453e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,1.5114,0.3595,1.0449e-01,0.4997,3.4543e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,1.5407,0.356,1.0677e-01,0.4997,3.4625e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,1.5699,0.3527,1.0902e-01,0.4996,3.4698e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,1.5992,0.3495,1.1127e-01,0.4996,3.4764e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,1.6284,0.3463,1.1349e-01,0.4996,3.4822e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,1.6576,0.3433,1.1570e-01,0.4996,3.4873e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,1.6869,0.3403,1.1790e-01,0.4996,3.4918e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,1.7161,0.3374,1.2007e-01,0.4996,3.4956e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,1.7454,0.3345,1.2223e-01,0.4996,3.4988e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,1.7746,0.3318,1.2437e-01,0.4996,3.5015e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,1.8039,0.329,1.2651e-01,0.4996,3.5036e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,1.8331,0.3264,1.2861e-01,0.4996,3.5052e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,1.8624,0.3238,1.3072e-01,0.4996,3.5064e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,1.8916,0.3213,1.3279e-01,0.4996,3.5071e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,1.9208,0.3189,1.3485e-01,0.4996,3.5073e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,1.9501,0.3165,1.3691e-01,0.4996,3.5072e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,1.9793,0.3141,1.3894e-01,0.4996,3.5066e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,2.0086,0.3118,1.4096e-01,0.4995,3.5057e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,2.0378,0.3096,1.4296e-01,0.4995,3.5045e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,2.0671,0.3074,1.4495e-01,0.4995,3.5029e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,2.0963,0.3052,1.4692e-01,0.4995,3.5010e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,2.1255,0.3031,1.4888e-01,0.4995,3.4988e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,2.1548,0.3011,1.5082e-01,0.4995,3.4963e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,2.184,0.299,1.5275e-01,0.4995,3.4936e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,2.2133,0.2971,1.5467e-01,0.4995,3.4905e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,2.2425,0.2951,1.5656e-01,0.4995,3.4873e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,2.2718,0.2932,1.5845e-01,0.4995,3.4838e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,2.301,0.2913,1.6032e-01,0.4995,3.4801e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,2.3303,0.2895,1.6218e-01,0.4995,3.4762e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,2.3595,0.2877,1.6403e-01,0.4995,3.4722e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,2.3887,0.2859,1.6585e-01,0.4995,3.4679e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,2.418,0.2842,1.6767e-01,0.4995,3.4634e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,2.4472,0.2825,1.6948e-01,0.4994,3.4588e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,2.4765,0.2808,1.7127e-01,0.4994,3.4541e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,2.5057,0.2792,1.7305e-01,0.4994,3.4491e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,2.535,0.2776,1.7481e-01,0.4994,3.4441e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,2.5642,0.276,1.7656e-01,0.4994,3.4389e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,2.5934,0.2744,1.7830e-01,0.4994,3.4336e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,2.6227,0.2729,1.8003e-01,0.4994,3.4281e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,2.6519,0.2714,1.8174e-01,0.4994,3.4226e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,2.6812,0.2699,1.8345e-01,0.4994,3.4169e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,2.7104,0.2684,1.8514e-01,0.4994,3.4111e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,2.7397,0.267,1.8682e-01,0.4994,3.4053e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,2.7689,0.2656,1.8848e-01,0.4994,3.3993e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,2.7982,0.2642,1.9014e-01,0.4994,3.3933e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,2.8274,0.2628,1.9178e-01,0.4994,3.3872e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,2.8566,0.2615,1.9341e-01,0.4994,3.3810e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,2.8859,0.2602,1.9504e-01,0.4994,3.3747e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,2.9151,0.2588,1.9664e-01,0.4993,3.3684e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,2.9444,0.2576,1.9825e-01,0.4993,3.3620e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,2.9736,0.2563,1.9983e-01,0.4993,3.3556e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,3.0029,0.255,2.0141e-01,0.4993,3.3491e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,3.0321,0.2538,2.0297e-01,0.4993,3.3425e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,3.0613,0.2526,2.0453e-01,0.4993,3.3359e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,3.0906,0.2514,2.0608e-01,0.4993,3.3293e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,3.1198,0.2502,2.0761e-01,0.4993,3.3226e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,3.1491,0.249,2.0914e-01,0.4993,3.3159e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,3.1783,0.2479,2.1065e-01,0.4993,3.3091e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,3.2076,0.2468,2.1216e-01,0.4993,3.3023e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,3.2368,0.2456,2.1365e-01,0.4993,3.2955e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,3.2661,0.2445,2.1514e-01,0.4993,3.2886e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,3.2953,0.2435,2.1661e-01,0.4993,3.2817e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,3.3245,0.2424,2.1807e-01,0.4993,3.2749e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,3.3538,0.2413,2.1953e-01,0.4992,3.2679e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,3.383,0.2403,2.2097e-01,0.4992,3.2610e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,3.4123,0.2392,2.2241e-01,0.4992,3.2540e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,3.4415,0.2382,2.2384e-01,0.4992,3.2470e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,3.4708,0.2372,2.2526e-01,0.4992,3.2400e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"7Li(p, gamma)8Be",7Li,3,4,7,p,87Li,8,4,0,0.0,0.875,1.236,0.0148,0.0101,3.5,0.2362,2.2667e-01,0.4992,3.2330e+07,0.5,0.05,0.5,0.4975,0.5,0.491,-0.9785,0.05,-3.326,4.8,0.32
"15N(p, gamma)16O",15N,7,8,15,p,1615N,16,8,0,0.0,0.9375,2.423,0.0266,0.0135,0.02,7.5476,2.5381e-21,35.9982,4.5684e-09,36.0,1.5,37.55,35.82,36.0,35.352,-0.5221,-0.7199,29.2423,-2.4,0.32
"15N(p, gamma)16O",15N,7,8,15,p,1615N,16,8,0,0.0,0.9375,2.423,0.0266,0.0135,0.0492,4.8122,7.3926e-14,35.9956,5.4086e-02,36.0,1.5,37.55,35.82,36.0,35.352,-0.5221,-0.7199,29.2423,-2.4,0.32
"15N(p, gamma)16O",15N,7,8,15,p,1615N,16,8,0,0.0,0.9375,2.423,0.0266,0.0135,0.0785,3.8097,4.0210e-11,35.9929,1.8437e+01,36.0,1.5,37.55,35.82,36.0,35.352,-0.5221,-0.7199,29.2423,-2.4,0.32
"15N(p, gamma)16O",15N,7,8,15,p,1615N,16,8,0,0.0,0.9375,2.423,0.0266,0.0135,0.1077,3.2525,1.3328e-09,35.9903,4.4540e+02,36.0,1.5,37.55,35.82,36.0,35.352,-0.5221,-0.7199,29.2423,-2.4,0.32
"15N(p, gamma)16O",15N,7,8,15,p,1615N,16,8,0,0.0,0.9375,2.423,0.0266,0.0135,0.137,2.8838,1.3517e-08,35.9877,3.5506e+03,36.0,1.5,37.55,35.82,36.0,35.352,-0.5221,-0.7199,29.2423,-2.4,0.32
